"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","saleprice"
"362",1822,70,5,60,9720,2,4,4,1,5,1,18,3,3,1,5,6,7,1910,2002,2,1,8,9,3,0,4,5,3,4,4,4,6,0,6,0,741,741,1,1,2,4,780,741,0,1521,0,0,1,0,4,1,3,8,7,0,3,6,1950,3,3,640,4,5,3,0,0,238,0,0,0,0,9,2009,9,5,162213.858857209
"363",1823,30,1,72,9392,2,4,4,1,1,1,10,3,3,1,3,3,3,1900,1950,5,1,1,1,3,0,4,2,2,2,4,4,6,0,6,0,245,245,1,5,1,4,797,0,0,797,0,0,1,0,2,1,4,5,7,0,3,2,2005,3,0,0,4,5,1,0,36,94,0,0,0,0,9,2009,9,1,40658.8468639245
"364",1824,30,4,60,6615,2,4,4,1,5,1,4,3,3,1,3,6,6,1923,1950,2,1,8,9,3,0,4,5,1,4,4,4,6,0,6,0,1022,1022,1,5,1,1,1432,0,0,1432,0,0,1,0,3,1,3,6,7,1,3,4,1923,3,1,216,1,5,3,266,61,0,0,0,0,0,9,2009,9,5,144555.436597545
"365",1825,70,4,50,4960,2,4,4,1,5,1,4,7,3,1,1,5,7,1930,1982,2,1,13,15,3,0,4,5,2,4,4,4,6,0,6,0,297,297,1,1,2,4,1001,653,0,1654,0,0,2,0,3,1,4,7,7,1,3,6,1955,3,1,336,4,5,1,244,60,0,0,0,0,0,5,2009,9,5,131440.965996428
"366",1826,50,5,60,6000,2,4,4,1,1,1,4,3,3,1,1,5,5,1924,1950,2,1,10,12,2,444,4,5,1,4,4,4,5,220,6,0,248,468,1,3,2,4,822,320,0,1142,0,0,1,0,3,1,4,6,7,0,3,2,1924,1,1,320,4,5,3,0,0,98,0,0,0,0,6,2009,9,5,107095.901344451
"367",1827,30,5,51,6120,2,4,4,1,5,1,4,3,3,1,3,5,6,1925,1999,2,1,8,9,3,0,4,5,1,4,4,4,6,0,6,0,960,960,1,3,2,4,995,0,0,995,0,0,1,0,2,1,4,5,7,0,3,6,1926,3,1,264,4,5,3,0,15,51,0,0,0,0,3,2009,9,1,88345.4261543633
"368",1828,50,5,51,6120,2,4,4,1,5,1,4,3,3,1,1,5,6,1938,1950,2,1,12,14,3,0,4,5,1,4,1,4,4,273,6,0,679,952,1,5,2,1,994,588,0,1582,0,0,2,0,3,1,4,6,7,1,3,6,1938,3,1,250,1,5,3,189,0,34,150,0,0,0,2,2009,9,5,132211.956130165
"369",1829,30,5,50,8635,2,4,4,1,5,1,4,3,3,1,3,5,5,1925,1950,4,1,12,14,3,0,4,2,1,4,4,4,4,134,6,0,938,1072,1,5,2,4,1072,0,0,1072,1,0,1,0,2,1,4,5,7,0,3,6,1982,3,5,1184,1,5,2,0,0,105,0,0,0,0,8,2009,9,5,141671.968187499
"370",1830,70,5,57,8094,2,4,4,1,5,1,18,3,3,1,5,6,6,1915,1950,2,1,8,9,3,0,4,5,3,4,4,4,6,0,6,0,1048,1048,1,3,2,1,1048,720,0,1768,0,0,2,0,3,1,4,8,7,0,3,6,1930,3,2,576,1,2,3,0,0,150,0,0,0,0,6,2009,9,5,153055.238101584
"371",1831,70,5,68,9928,2,4,4,1,5,1,18,3,3,1,5,7,8,1915,1994,2,1,12,14,3,0,4,3,1,4,4,4,6,0,6,0,672,672,1,2,2,4,1272,672,0,1944,0,0,2,0,3,1,4,8,4,0,3,6,1915,3,1,216,4,5,1,24,28,0,0,0,0,400,6,2009,9,5,166332.02393775
"372",1832,90,5,50,3000,2,4,1,1,5,1,18,3,3,3,5,5,1,1922,1950,4,1,8,9,3,0,4,5,1,4,1,4,6,0,6,0,1040,1040,1,5,1,4,1088,1040,0,2128,0,0,2,0,4,2,4,11,6,0,3,2,2005,3,0,0,4,5,3,0,56,0,0,0,0,0,9,2009,9,1,85055.3025700705
"373",1833,70,5,57,6876,2,4,4,1,5,1,10,3,3,1,5,6,5,1927,1950,2,1,9,10,3,0,4,5,2,4,1,4,2,522,6,0,198,720,1,2,2,4,1146,784,0,1930,1,0,2,0,4,1,4,8,7,0,3,2,1927,3,1,316,4,5,3,0,0,213,0,0,0,0,8,2009,9,5,156759.241379625
"374",1834,70,5,60,5775,2,2,1,1,1,2,18,2,3,1,5,6,7,1915,2002,2,1,12,14,3,0,4,5,1,4,4,4,6,0,6,0,483,483,1,1,2,4,741,686,0,1427,0,0,1,0,3,1,3,7,7,0,3,2,1915,3,1,379,4,5,3,0,24,112,0,0,0,0,2,2009,9,5,135604.074897591
"375",1835,190,5,41,5852,2,3,1,1,1,1,18,2,3,2,4,7,5,1902,2000,2,1,8,9,4,188,4,2,1,4,1,4,5,169,6,0,851,1020,1,5,1,2,978,886,0,1864,0,0,2,1,6,1,4,9,7,0,3,2,2005,3,0,0,4,5,1,0,188,102,0,0,0,0,5,2009,9,5,133828.924082003
"376",1836,50,5,60,5160,2,4,4,1,1,1,10,3,3,1,1,6,6,1927,1950,2,1,8,9,3,0,4,2,1,4,4,4,6,0,6,0,1204,1204,1,5,2,1,1204,462,0,1666,0,0,1,0,3,1,4,4,7,0,3,6,1927,3,1,384,1,5,3,0,0,148,0,0,0,0,8,2009,9,5,143099.201537901
"377",1837,85,5,86,5160,2,4,4,1,5,1,10,3,3,1,6,4,6,1923,1950,4,1,8,9,3,0,4,3,3,3,1,1,2,749,5,63,46,858,1,5,2,4,892,0,0,892,1,0,1,0,1,1,3,5,4,0,3,2,2005,3,0,0,4,5,1,0,0,105,0,160,0,0,7,2009,1,1,89405.0481254015
"378",1838,190,5,60,10320,2,4,1,1,5,1,10,1,3,2,5,6,7,1915,1965,2,1,8,9,3,0,4,3,2,4,4,4,5,276,1,262,160,698,1,1,2,2,754,649,0,1403,1,0,1,1,3,1,4,7,7,0,3,6,1915,3,1,308,4,5,3,0,0,288,0,0,0,0,2,2009,9,5,113511.389745945
"379",1839,20,4,50,4280,2,1,4,1,5,1,19,3,3,1,3,4,9,1946,2001,2,1,8,9,3,0,4,3,2,2,4,4,6,0,6,0,560,560,1,1,2,1,704,0,0,704,0,1,1,0,2,1,2,4,7,0,3,5,1946,3,1,220,4,5,3,0,0,24,0,0,0,0,9,2009,9,5,125420.507120864
"380",1840,90,4,60,10800,2,4,4,1,5,1,8,3,3,3,3,5,5,1987,1988,2,1,9,10,3,0,4,3,2,3,2,2,3,1200,6,0,0,1200,1,5,2,4,1200,0,0,1200,3,0,3,0,3,1,4,5,7,0,3,2,2005,3,0,0,4,5,3,120,0,0,0,0,0,0,3,2009,9,3,132570.549224425
"381",1841,90,4,60,10547,2,1,4,1,5,1,8,3,3,3,6,5,5,1978,1978,2,1,9,10,3,0,4,5,3,3,2,2,3,1152,6,0,0,1152,1,5,2,4,1152,0,0,1152,2,0,2,0,2,2,4,6,7,0,3,6,1960,3,1,252,4,2,1,0,0,0,0,0,0,0,7,2009,9,5,130341.612360307
"382",1842,50,4,60,9780,2,4,4,1,5,1,8,3,3,1,1,5,3,1934,1950,2,1,8,9,3,0,4,5,3,4,4,4,6,0,6,0,585,585,1,5,1,1,687,425,0,1112,1,0,2,0,4,1,4,6,7,0,3,6,1934,3,1,226,3,4,1,0,0,0,0,0,0,0,3,2009,9,5,87061.9785399406
"383",1843,20,4,75,11625,2,4,4,1,5,1,19,3,3,1,3,5,6,1967,1967,4,1,7,7,2,172,4,5,2,4,4,4,2,527,6,0,525,1052,1,5,2,4,1052,0,0,1052,0,0,1,1,3,1,4,6,7,1,4,2,1984,1,1,668,4,5,3,0,215,0,0,0,0,0,4,2009,9,1,114348.161528322
"384",1844,85,4,60,8014,2,1,4,1,2,1,19,3,3,1,6,6,5,1978,1978,2,1,9,7,2,23,4,5,2,3,4,2,3,456,6,0,0,456,1,5,2,4,1034,0,0,1034,0,1,1,0,3,1,4,5,7,1,2,3,1978,1,2,504,4,5,3,0,0,0,0,0,0,0,6,2009,9,5,142133.931125468
"385",1845,80,4,88,15400,2,4,4,1,5,1,19,3,3,1,7,5,5,1961,1961,4,1,7,7,3,0,4,5,2,4,2,4,6,0,6,0,552,552,1,5,2,4,904,611,259,1774,0,0,2,0,4,1,4,8,7,1,5,2,1961,3,1,384,4,5,3,290,40,0,0,0,0,0,7,2009,9,5,124592.09213323
"386",1846,80,4,88,15312,2,4,4,1,5,1,19,3,3,1,7,6,5,1960,1960,4,1,12,14,2,54,4,5,2,4,4,1,2,588,6,0,550,1138,1,1,2,4,1138,0,0,1138,0,1,1,0,3,1,4,6,7,1,5,2,1960,2,2,480,4,5,3,0,0,0,0,140,0,0,3,2009,1,5,154068.820417062
"387",1847,80,4,60,15584,2,4,4,1,5,1,5,3,3,1,7,5,5,1956,1956,4,1,12,14,2,366,4,5,2,4,4,3,6,0,6,0,825,825,1,1,2,4,2071,0,0,2071,0,1,1,1,4,1,4,9,7,1,5,2,1956,3,1,336,4,5,3,131,28,0,0,0,0,0,10,2009,9,5,171054.235634905
"388",1848,20,4,60,9000,2,4,4,1,1,1,19,3,3,1,3,2,2,1947,1950,2,1,12,14,3,0,4,5,4,4,4,4,3,0,6,0,0,0,1,2,1,4,660,0,0,660,0,0,1,0,2,1,2,5,4,0,3,2,2005,3,0,0,4,5,1,0,0,100,0,0,0,0,6,2009,9,5,26135.8415899487
"389",1849,20,4,60,15635,2,1,4,1,2,1,8,3,3,1,3,4,5,1954,1954,2,1,11,13,3,0,4,5,2,4,4,4,3,0,6,0,0,0,1,5,2,4,1383,0,0,1383,0,0,1,0,2,1,4,6,5,0,3,2,1980,3,2,498,1,5,3,0,0,90,0,110,0,0,10,2009,9,5,126327.747689945
"390",1850,20,4,68,9571,2,4,4,1,5,1,8,3,3,1,3,5,5,1956,1956,4,1,8,9,3,0,4,5,2,4,4,4,5,257,6,0,816,1073,1,5,2,1,1073,0,0,1073,1,0,1,0,2,1,4,5,7,0,3,2,1956,3,1,340,4,5,3,0,0,0,0,0,0,0,2,2009,9,5,111882.321479812
"391",1851,60,4,50,9350,2,4,1,1,5,1,8,3,3,1,5,6,7,1946,1950,4,1,8,9,3,0,4,5,2,4,4,4,2,342,6,0,405,747,1,1,2,4,892,747,0,1639,0,0,1,1,3,1,3,6,7,1,3,6,1946,3,1,240,4,5,3,0,50,0,0,0,0,0,7,2009,9,5,163638.860614276
"392",1852,20,4,62,7440,2,4,4,1,5,1,8,3,3,1,3,5,6,1954,1954,2,1,12,14,3,0,4,5,2,3,4,4,2,173,6,0,916,1089,2,5,2,4,1089,0,0,1089,1,0,1,0,3,1,4,5,7,1,3,6,1954,2,1,252,4,5,2,328,0,0,0,0,0,0,9,2009,9,5,124236.867578565
"393",1853,120,4,42,4235,2,4,4,1,5,1,8,3,3,5,3,5,5,1984,1984,2,1,7,7,2,149,3,5,2,3,4,3,3,552,1,393,104,1049,1,5,2,4,1049,0,0,1049,1,0,2,0,2,1,3,5,7,0,3,2,1984,1,1,266,4,5,3,0,105,0,0,0,0,0,2,2009,9,5,134613.649939151
"394",1854,80,4,74,10778,2,1,4,1,5,1,20,2,3,1,7,7,6,1990,1991,2,1,7,7,3,0,3,5,3,3,4,4,3,460,1,286,308,1054,1,3,2,4,1061,0,0,1061,1,0,1,1,1,1,3,4,7,0,3,2,1990,3,2,462,4,5,3,114,36,0,0,0,0,0,7,2009,9,5,181205.862305472
"395",1855,80,4,66,19255,2,1,4,1,5,1,20,3,3,1,7,6,5,1983,1983,2,1,12,14,2,100,3,5,2,3,4,1,5,70,3,450,0,520,1,3,2,4,1338,0,0,1338,0,0,1,1,2,1,3,5,4,1,4,2,1983,3,2,576,4,5,3,0,0,0,0,0,0,600,9,2009,9,5,176603.066084113
"396",1856,60,4,85,10560,2,4,4,1,1,1,20,3,3,1,5,7,5,1993,1994,2,1,11,13,3,0,3,3,3,3,2,4,3,474,6,0,605,1079,1,1,2,4,1079,800,0,1879,1,0,2,1,3,1,3,8,7,1,5,2,1993,2,2,473,4,5,3,400,100,144,0,0,0,0,8,2009,9,5,222395.941456107
"397",1857,70,4,120,26400,2,4,1,1,3,1,20,2,3,1,5,5,7,1880,2007,2,1,7,7,3,0,3,5,3,4,4,4,3,0,6,0,0,0,1,1,2,4,1288,728,0,2016,0,0,1,0,4,1,4,7,5,1,5,2,1900,3,2,576,4,5,2,0,0,0,0,0,0,0,6,2009,9,5,164855.643558353
"398",1858,90,4,64,7018,2,4,4,1,5,1,20,2,3,3,5,5,5,1979,1979,2,1,7,7,3,0,4,5,4,4,4,4,3,0,6,0,0,0,1,5,2,4,1114,1114,0,2228,0,0,2,0,6,2,4,8,7,0,3,6,1979,3,2,720,4,5,3,73,0,0,0,0,0,0,6,2009,9,3,155506.193956319
"399",1859,90,4,64,7018,2,4,1,1,5,1,20,3,3,3,3,5,5,1979,1979,2,1,7,7,3,0,4,5,4,4,4,4,3,0,6,0,0,0,1,5,2,4,1535,0,0,1535,0,0,2,0,4,2,4,8,7,0,3,2,1979,3,2,400,4,5,3,0,0,0,0,0,0,0,6,2009,9,3,122903.496983695
"400",1860,90,4,64,7040,2,4,4,1,5,1,20,2,3,3,6,5,5,1979,1979,2,1,9,10,2,216,4,5,2,3,4,1,3,1094,6,0,0,1094,1,5,2,4,1229,0,0,1229,2,0,0,2,2,2,3,6,7,2,5,6,1979,3,2,672,4,5,3,120,0,0,0,0,0,0,6,2009,9,3,152348.597236798
"401",1861,90,4,64,7007,2,4,1,1,5,1,20,3,3,3,3,5,5,1979,1979,2,1,7,7,3,0,4,5,4,4,4,4,3,0,6,0,0,0,1,5,2,4,1513,0,0,1513,0,0,2,0,4,2,4,8,7,0,3,2,1979,3,2,400,4,5,3,0,0,0,0,0,0,0,6,2009,9,3,121591.948598166
"402",1862,90,4,60,11855,2,4,4,1,5,1,20,3,3,3,5,7,5,2000,2000,4,1,11,13,2,23,4,5,3,1,4,4,3,820,6,0,348,1168,1,1,2,4,1168,1619,0,2787,2,0,4,2,6,2,4,8,7,2,5,4,2000,1,4,820,4,5,3,312,0,0,0,0,0,0,10,2009,9,5,277460.013137842
"403",1863,90,4,60,7939,2,4,4,1,5,1,20,2,3,3,5,7,5,2000,2000,4,1,11,13,2,23,4,5,3,1,4,4,3,820,6,0,348,1168,1,1,2,4,1168,1619,0,2787,2,0,4,2,6,2,4,8,7,2,5,4,2000,1,4,820,4,5,3,312,0,0,0,0,0,0,10,2009,9,5,275386.145122039
"404",1864,90,4,60,7976,2,4,4,1,5,1,20,2,3,3,5,7,5,2000,2000,4,1,11,13,2,23,4,5,3,1,4,4,3,820,6,0,348,1168,1,1,2,4,1168,1619,0,2787,2,0,4,2,6,2,4,8,7,2,5,4,2000,1,4,820,4,5,3,312,0,0,0,0,0,0,10,2009,9,5,275405.739891341
"405",1865,20,4,84,10933,2,4,4,1,5,1,6,3,3,1,3,9,5,2009,2009,4,1,11,13,4,242,1,5,3,1,4,2,3,1021,6,0,534,1555,1,1,2,4,1680,0,0,1680,1,0,1,1,1,1,1,8,7,1,3,2,2009,1,3,1138,4,5,3,185,24,0,0,0,0,0,7,2009,7,6,347356.821393338
"406",1866,20,4,65,10816,2,1,4,1,5,1,6,3,3,1,3,9,5,2008,2008,2,1,11,13,4,364,1,5,3,1,4,2,3,1104,6,0,616,1720,1,1,2,4,1720,0,0,1720,1,0,2,0,3,1,1,8,7,1,3,2,2008,2,3,846,4,5,3,208,104,0,0,0,0,0,11,2009,9,5,351878.303342168
"407",1867,20,4,71,9178,2,4,4,1,5,1,6,3,3,1,3,8,5,2008,2008,2,1,11,13,3,0,3,5,3,3,4,1,6,0,6,0,1468,1468,1,1,2,4,1468,0,0,1468,0,0,2,0,3,1,3,6,7,1,3,2,2008,2,3,904,4,5,3,192,142,0,0,0,0,0,6,2009,9,5,240176.806331812
"408",1868,20,4,77,11422,2,1,4,1,5,1,6,3,3,1,3,8,5,2007,2008,4,1,11,13,4,352,3,5,3,1,4,1,3,1359,6,0,479,1838,1,1,2,4,1838,0,0,1838,1,0,2,0,3,1,3,7,7,2,3,2,2007,2,2,524,4,5,3,154,222,0,0,0,0,0,4,2009,9,5,306373.779176981
"409",1869,20,4,64,6762,2,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,1,11,13,3,0,3,5,3,3,4,1,3,902,6,0,380,1282,1,1,2,4,1290,0,0,1290,1,0,2,0,2,1,3,6,7,1,3,2,2007,2,2,662,4,5,3,168,0,0,0,0,0,0,5,2009,9,5,219134.376245099
"410",1870,20,4,95,10324,2,1,4,1,1,1,6,3,3,1,3,8,5,2008,2008,2,1,11,13,2,140,3,5,3,3,4,1,3,872,6,0,382,1254,1,1,2,4,1254,0,0,1254,1,0,2,0,2,1,3,5,7,0,3,2,2008,2,3,810,4,5,3,168,92,0,0,0,0,0,3,2009,9,5,240449.535239579
"411",1871,20,4,78,11645,2,4,4,1,5,1,6,3,3,1,3,8,5,2005,2006,2,1,11,13,4,76,3,5,3,1,4,2,3,24,6,0,1474,1498,1,1,2,4,1498,0,0,1498,0,0,2,0,3,1,3,7,7,1,3,2,2005,1,3,844,4,5,3,144,98,0,0,0,0,0,3,2009,9,5,264226.447800642
"412",1872,60,4,79,11646,2,1,4,1,5,1,6,3,3,1,5,6,5,2005,2006,2,1,11,13,3,0,3,5,3,3,4,1,6,0,6,0,704,704,1,1,2,4,704,718,0,1422,0,0,2,1,3,1,3,7,7,1,3,2,2005,1,2,440,4,5,3,36,28,0,0,0,0,0,7,2009,9,5,191804.406362627
"413",1873,60,4,60,16698,2,1,2,1,2,2,5,3,3,1,5,7,5,1992,1993,2,1,11,13,3,0,3,5,3,3,4,1,3,800,6,0,649,1449,1,3,2,4,944,815,0,1759,1,0,2,1,3,1,3,7,7,1,5,2,1992,3,2,525,4,5,3,150,193,0,0,0,0,0,6,2009,9,5,234708.434357015
"414",1874,20,4,65,9757,2,4,3,1,5,2,6,3,3,1,3,5,7,1994,1994,2,1,11,13,3,0,4,3,3,4,4,4,1,755,6,0,235,990,1,1,2,4,990,0,0,990,1,0,1,0,3,1,4,5,7,0,3,2,1995,2,1,440,4,5,3,66,0,0,0,92,0,0,10,2009,9,5,138903.373397866
"415",1875,20,4,65,14753,2,2,3,1,5,1,6,5,3,1,3,7,5,1998,1998,2,1,11,13,3,0,4,5,3,3,4,3,3,950,6,0,513,1463,1,1,2,4,1463,0,0,1463,1,0,2,0,3,1,4,5,7,0,3,2,1998,1,2,539,4,5,3,0,81,0,0,0,0,0,12,2009,9,5,205662.654379955
"416",1876,60,4,70,8750,2,4,4,1,5,1,6,3,3,1,5,6,5,1998,1998,2,1,11,13,2,120,4,5,3,3,4,4,3,606,6,0,322,928,1,1,2,4,928,844,0,1772,1,0,2,1,3,1,4,7,7,1,5,2,1998,2,2,492,4,5,3,150,96,0,0,0,0,0,4,2009,9,5,185790.431880561
"417",1877,20,4,65,10739,2,1,4,1,5,1,6,3,3,1,3,7,5,2002,2001,2,1,11,13,2,68,3,5,3,3,4,4,3,1259,6,0,172,1431,1,1,2,4,1444,0,0,1444,1,0,2,0,3,1,3,6,7,0,3,2,2002,2,2,577,4,5,3,144,40,0,0,0,0,0,4,2009,9,5,220092.686719432
"418",1878,20,4,75,11166,2,4,4,1,5,1,6,3,3,1,3,7,5,2001,2001,2,1,11,13,2,180,3,5,3,3,4,3,3,24,6,0,1468,1492,1,1,2,4,1492,0,0,1492,0,0,2,0,3,1,3,6,7,1,5,2,2001,2,2,608,4,5,3,0,114,0,0,168,0,0,7,2009,9,4,218635.83761664
"419",1879,20,4,60,16269,2,1,4,1,2,1,6,3,3,1,3,5,5,1978,1978,2,1,8,9,2,76,4,5,1,3,4,1,3,625,6,0,282,907,1,5,2,4,907,0,0,907,0,0,1,0,3,1,4,5,7,0,3,2,1978,3,1,343,4,5,3,72,0,0,0,0,0,0,7,2009,9,5,134587.518364416
"420",1880,20,4,76,6950,2,1,4,1,5,1,6,3,3,1,3,5,7,1979,1979,2,1,7,7,2,40,4,5,2,4,4,4,1,710,2,72,132,914,1,5,2,4,914,0,0,914,1,0,1,0,2,1,4,5,7,0,3,2,1979,3,2,444,4,5,3,0,0,0,0,0,0,0,10,2009,9,5,130275.106599036
"421",1881,20,4,90,11664,2,4,4,1,1,1,6,3,3,1,3,7,5,2002,2002,4,1,11,13,3,0,3,5,3,3,4,1,3,1234,6,0,335,1569,1,1,2,4,1611,0,0,1611,1,0,2,0,3,1,3,6,7,0,3,2,2002,2,3,1231,4,5,3,262,93,0,0,0,0,0,9,2009,9,5,254819.051214639
"422",1882,60,4,60,12334,2,1,4,1,5,1,6,3,3,1,5,8,5,2003,2003,2,1,11,13,2,198,3,5,3,3,4,1,6,0,6,0,1068,1068,1,1,2,4,1068,1116,0,2184,0,0,2,1,4,1,3,8,7,1,3,4,2003,2,2,570,4,5,3,192,132,0,0,0,0,0,6,2009,9,5,259204.080465618
"423",1883,60,4,70,8749,2,4,4,1,5,1,6,3,3,1,5,7,5,2002,2002,2,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,840,840,1,1,2,4,840,885,0,1725,0,0,2,1,3,1,3,6,7,0,3,2,2002,2,2,550,4,5,3,0,48,0,0,0,0,0,11,2009,9,5,206719.984324122
"424",1884,60,4,60,11250,2,4,4,1,1,1,6,3,3,1,5,7,5,2001,2001,2,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,944,944,1,1,2,4,944,926,0,1870,0,0,2,1,3,1,3,6,7,0,3,2,2001,2,2,608,4,5,3,256,43,0,0,0,0,0,5,2009,9,5,216098.54093847
"425",1885,20,4,90,15750,2,4,4,1,4,1,6,2,3,1,3,8,5,1999,2000,2,1,11,13,2,260,3,5,3,3,4,2,3,1246,6,0,216,1462,1,1,2,4,1513,0,0,1513,1,0,2,0,2,1,3,5,7,1,5,2,1999,1,2,521,4,5,3,135,34,0,0,0,0,0,6,2009,9,5,251478.149758874
"426",1886,20,4,60,12782,2,4,4,1,5,1,6,3,3,1,3,8,5,2002,2003,4,1,7,7,2,164,3,5,3,1,4,2,3,1360,6,0,462,1822,1,1,2,4,1828,0,0,1828,1,0,2,0,3,1,3,7,7,1,3,2,2002,1,2,523,4,5,3,194,144,0,0,0,0,0,6,2009,9,5,286448.037014395
"427",1887,20,4,70,8750,2,4,4,1,5,1,6,3,3,1,3,7,5,1997,1998,2,1,11,13,2,209,3,5,3,3,4,1,3,1111,6,0,306,1417,1,1,2,4,1417,0,0,1417,1,0,2,0,3,1,3,7,7,1,5,2,1997,3,2,511,4,5,3,60,0,0,0,117,0,0,8,2009,9,5,236333.390056315
"428",1888,20,4,85,10200,2,4,4,1,5,1,6,3,3,1,3,8,5,2007,2007,2,1,11,13,2,180,3,5,3,3,4,1,3,1478,6,0,100,1578,1,1,2,4,1602,0,0,1602,1,0,2,0,3,1,3,7,7,1,3,2,2007,2,3,810,4,5,3,0,48,0,0,195,0,0,1,2009,9,5,281818.703398818
"429",1889,60,4,85,11069,2,4,4,1,1,1,6,3,3,1,5,6,5,2007,2007,2,1,11,13,3,0,3,5,3,3,4,4,6,0,6,0,608,608,1,1,2,4,608,788,0,1396,0,0,2,1,3,1,3,6,7,1,3,4,2007,1,2,440,4,5,3,100,36,0,0,0,0,0,7,2009,9,5,178220.200352591
"430",1890,20,4,80,10682,2,4,4,1,5,1,8,3,3,1,3,4,6,1960,1971,2,1,7,7,3,0,4,5,2,4,4,4,3,399,6,0,615,1014,1,5,2,4,1149,0,0,1149,1,0,1,0,3,1,4,7,3,0,3,1,1968,1,1,544,4,5,3,0,240,0,0,0,0,0,7,2009,9,5,98862.8871324142
"431",1891,180,5,35,3675,2,4,4,1,5,1,8,3,3,5,6,6,5,2005,2006,2,1,11,13,2,80,4,5,6,3,4,2,3,547,6,0,0,547,1,3,2,4,1072,0,0,1072,1,0,1,0,2,1,4,5,7,0,3,3,2005,1,2,525,4,5,3,0,28,0,0,0,0,0,4,2009,9,5,136833.820082708
"432",1892,20,4,64,6410,2,4,2,1,5,2,8,3,3,1,3,4,5,1959,1959,2,1,1,1,3,0,4,5,2,4,4,4,4,332,5,243,301,876,1,5,2,1,876,0,0,876,0,0,1,0,3,1,4,5,7,0,3,6,1959,3,1,320,4,5,3,0,0,0,0,0,0,0,3,2009,9,5,88214.0555742784
"433",1893,20,4,70,11767,2,4,4,1,5,1,8,3,3,1,3,5,5,1950,1950,2,1,8,9,3,0,4,5,2,2,4,3,5,1078,6,0,0,1078,1,5,2,1,1368,0,0,1368,1,0,1,0,3,1,4,6,3,0,3,2,1950,2,1,195,4,5,3,0,41,211,0,0,0,900,6,2009,9,5,149312.587275444
"434",1894,90,4,65,10926,2,4,4,1,5,1,8,3,3,3,3,5,5,1959,1959,4,1,11,13,2,74,4,5,2,4,4,4,6,0,6,0,1678,1678,1,5,2,4,1678,0,0,1678,0,0,2,0,6,2,4,10,7,0,3,2,2005,3,0,0,4,5,3,0,0,0,0,0,0,0,8,2009,9,5,110308.366078887
"435",1895,20,4,70,11767,2,4,4,1,5,1,8,3,3,1,3,5,5,1956,1956,4,1,7,7,2,259,4,5,2,4,4,4,5,546,6,0,604,1150,1,1,2,4,1560,0,0,1560,0,0,1,0,2,1,4,7,3,1,5,2,1956,3,1,313,4,5,3,0,0,0,0,0,0,0,5,2009,9,5,134916.894065406
"436",1896,50,4,45,8212,2,4,4,1,5,1,8,3,3,1,1,5,6,1941,1950,2,1,12,14,3,0,4,5,2,4,4,4,5,626,6,0,94,720,1,1,2,4,854,444,0,1298,0,0,1,0,3,1,4,6,7,2,3,6,1940,3,1,256,4,5,3,84,0,0,0,0,0,0,9,2009,9,5,123544.231937913
"437",1897,50,3,70,6300,2,4,4,1,1,1,23,3,3,1,1,5,4,1938,1950,2,1,8,9,2,88,4,5,3,4,1,4,4,832,6,0,0,832,1,5,2,4,832,436,0,1268,0,0,1,1,3,1,4,7,7,2,3,3,1938,3,1,250,4,5,3,0,0,55,0,0,0,0,7,2009,9,1,101270.934081052
"438",1898,70,4,43,5707,2,4,1,1,5,1,23,2,3,1,5,6,6,1935,1950,2,1,12,14,3,0,4,5,1,4,4,4,6,0,6,0,583,583,1,3,2,2,647,595,0,1242,0,0,1,1,3,1,4,6,7,1,3,6,1926,3,1,180,1,5,3,329,96,0,0,0,0,0,3,2009,9,5,116012.921482645
"439",1899,30,4,64,8574,2,4,4,1,5,1,7,3,3,1,3,6,8,1916,2000,2,1,10,12,3,0,3,5,1,4,4,4,6,0,6,0,816,816,1,1,2,4,1232,0,0,1232,0,0,1,0,3,1,3,6,7,1,3,6,1916,3,2,440,4,5,3,0,0,180,0,0,0,0,10,2009,9,5,162480.989021091
